Investigator,Maddy,Time (s),Electrode,Size (spikes),Duration (s)
,,04768.866960,A3_44,47,0.14984
,,04768.873360,A3_43,44,0.13856
,,04769.077920,A4_14,8,0.2364
,,04768.968880,A4_21,16,0.39064
,,04768.986320,A4_41,6,0.19776
,,04768.956960,A4_22,13,0.41056
,,04769.283200,B1_33,7,0.23848
,,04768.990240,B1_32,21,0.44176
,,04769.469520,A1_34,5,0.01776
,,04768.924640,A4_12,32,0.53704
,,04768.974560,A4_32,50,0.43944
,,04769.368480,A4_41,6,0.03176
,,04769.607440,B6_14,5,0.00992
,,04769.717760,B1_32,5,0.1024
,,04769.646640,A1_41,17,0.04744
,,04769.610880,A1_21,30,0.0884
,,04769.641840,A1_31,15,0.04744
,,04769.629600,A1_11,13,0.05928
,,04769.645200,A1_12,9,0.04368
,,04769.650720,A1_13,18,0.04608
,,04769.640320,A1_22,16,0.05208
,,04769.645840,A1_23,20,0.0504
,,04769.656240,A1_33,9,0.04056
,,04769.651360,A1_34,20,0.0516
,,04770.009120,C3_24,19,0.10504
,,04769.829040,A4_12,9,0.1224
,,04770.081840,A4_12,5,0.0168
,,04769.853120,A4_32,19,0.13224
,,04770.104400,A4_32,9,0.02728
,,04769.841680,A4_21,6,0.10392
,,04769.842560,A4_22,7,0.14536
,,04770.128240,B6_14,7,0.01584
,,04769.929760,B1_32,7,0.2636
,,04770.814480,B3_21,17,0.116
,,04770.814800,B3_31,38,0.12056
,,04770.818800,B3_11,12,0.10456
,,04770.816720,B3_12,30,0.11816
,,04770.815120,B3_22,9,0.09104
,,04770.802640,B3_23,32,0.1332
,,04770.792880,B3_14,43,0.1532
